Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,combined,flavors
Sorriso (Adapted),Martini,,"no.3 london dry gin, pear flavored vodka, luxardo sangue morlacco cherry liqueur, sherry, 2 dash bitters",Pour all ingredients in a mixing glass filled with ice. Stir well and strain into a chilled cocktail glass.,0,0,0,1,0,0,1,"no.3 london dry gin, pear flavored vodka, luxardo sangue morlacco cherry liqueur, sherry, 2 dash bitters,fruity,bitter",",fruity,bitter"
Space Age Pop,,,"1 1/chinaco reposado, luxardo amaro abano, 1/luxardo maraschino liqueur, 1/fresh lemon juice",Serve on one big rock.,0,1,0,0,0,0,0,"1 1/chinaco reposado, luxardo amaro abano, 1/luxardo maraschino liqueur, 1/fresh lemon juice,citrus",",citrus"
Spice and Stormy,,,"pink pigeon rum, simple syrup, lemon juice, luxardo bitter, 1 float ginger beer, 4 pieces pineapple, 4 pieces ginger root","Muddle pineapple and ginger root, lemon juice and simple syrup. Add rum. Shake well, over ice and top with ginger beer and Luxardo Bitter",0,1,0,1,0,1,1,"pink pigeon rum, simple syrup, lemon juice, luxardo bitter, 1 float ginger beer, 4 pieces pineapple, 4 pieces ginger root,citrus,fruity,sweet,bitter",",citrus,fruity,sweet,bitter"
Spiced Marmalade,Coupe,,"junipero gin, 1 bsp orange marmalade, lemon juice, orange juice, simple syrup, 2 dash orange bitters, 4  cloves torched & muddled","shake/2strain/coupe

garnish lemon twist",0,1,1,0,0,1,1,"junipero gin, 1 bsp orange marmalade, lemon juice, orange juice, simple syrup, 2 dash orange bitters, 4  cloves torched & muddled,citrus,herbaceous,sweet,bitter",",citrus,herbaceous,sweet,bitter"
Spring Cleanse,Chilled Glass,,"1  half small cucumber, 1  medium carrot, 1  green apple, cored, 3-4  kale leaves, 1  big handful spinach leaves, 1  small hunk ginger, .5-pastis prado","Juice the ingredients and pour into a chilled glass (do not use ice or the drink will lose body).

Top with Pastis Prado or absinthe and garnish with a sprig of mint.",0,0,0,1,0,0,0,"1  half small cucumber, 1  medium carrot, 1  green apple, cored, 3-4  kale leaves, 1  big handful spinach leaves, 1  small hunk ginger, .5-pastis prado,fruity",",fruity"
Spring Forward,Champagne Flute,,"old tom gin, noilly prat ambre vermouth, pineapple juice, lime juice, rich simple (2:1), .75 float dry sparkling wine","Combine all ingredients, minus the sparkling wine, into a tin. Shake and double strain into a flute glass. Top with a float of sparkling wine. Garnish with an edible flower petal.",0,1,0,1,0,1,0,"old tom gin, noilly prat ambre vermouth, pineapple juice, lime juice, rich simple (2:1), .75 float dry sparkling wine,citrus,fruity,sweet",",citrus,fruity,sweet"
Stinger,,,"1 part tempus fugit creme de menthe glaciale, 3 part h by hine",Shake or stir briskly and strain into a cocktail glass.,0,0,0,0,0,0,0,"1 part tempus fugit creme de menthe glaciale, 3 part h by hine",
Stone Fruit Patch V1,,,"luxardo maraschino liqueur, peach puree, lime juice, 3  raspberries",Muddle raspberries in mixing glass. Add remainder of ingredients in a mixing glass with fresh ice. Shake vigorously strain over fresh ice. Garnish with raspberry and mint.,0,1,0,1,0,0,0,"luxardo maraschino liqueur, peach puree, lime juice, 3  raspberries,citrus,fruity",",citrus,fruity"
Stone Fruit Patch V2,Coupe,,"luxardo maraschino liqueur, peach puree, lime juice, 3  raspberries, sparkling wine",Muddle raspberries in mixing glass. Add remainder of ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a well chilled coupe. Top off with sparkling wine. Garnish with raspberry and mint.,0,1,0,1,0,0,0,"luxardo maraschino liqueur, peach puree, lime juice, 3  raspberries, sparkling wine,citrus,fruity",",citrus,fruity"
Stranger in the Alps,Rocks Glass,,"rinse eau de vie, junipero gin, carpano antica, campari, braulio amaro, 1 pinch salt","Rinse a rocks glass with eau de vie. Combine remaining ingredients in a shaker with ice. Shake, and strain over fresh ice into a rocks glass. Garnish with a lemon pigtail.",0,0,0,0,0,0,0,"rinse eau de vie, junipero gin, carpano antica, campari, braulio amaro, 1 pinch salt",
Strike No.3,Old Fashioned Glass,,"no.3 london dry gin, st. germaine elderflower liqueur, orgeat syrup, fresh lemon juice",Shake the ingredients with ice. Strain into an old fashioned glass. Garnish with a Luxardo Cherry.,0,1,0,0,0,0,0,"no.3 london dry gin, st. germaine elderflower liqueur, orgeat syrup, fresh lemon juice,citrus",",citrus"
Stroll Through the Park,Collins,,"barsol primero quebranta pisco, simple syrup, orange juice, lemon, 1 bsp el guapo tonic syrup, 4 dash el guapo tonic bitters, 3  cucumber slices, 2  mint sprig",Muddle mint and cucumber with the simple syrup in a shaker tin. Combine the remainder of the ingredients in the tin. Shake vigorously. Double strain with a fine mesh strainer into a collins glass. Fill with ice and garnish with a cucumber slice.,0,1,0,0,0,1,1,"barsol primero quebranta pisco, simple syrup, orange juice, lemon, 1 bsp el guapo tonic syrup, 4 dash el guapo tonic bitters, 3  cucumber slices, 2  mint sprig,citrus,sweet,bitter",",citrus,sweet,bitter"
Swedish 75,Coupe,,"karlsson's gold vodka, lemon curd (or a large bar spoon), brut champagne","In a Boston shaker, combine the Karlsson's and the lemon curd with whole hard ice and shake vigorously for 30-40 seconds. Add the champagne to the shaker, stir until mixed well and double strain the cocktail into a 4.5 oz. coupe glass. Garnish the cocktail with a lemon twist making sure to release all the essential oils into the glass. Rub the entire rim with the twist before dropping the twist into the glass.",0,1,0,0,0,0,0,"karlsson's gold vodka, lemon curd (or a large bar spoon), brut champagne,citrus",",citrus"
Swedish Nightingale,,,"no.3 london dry gin, maurin quina, pineapple gomme syrup, 1 bsp peated kola nut tincture, 2 dash angostura bitters",Stir. Strain. Lemon peel garnish.,0,0,0,1,0,0,1,"no.3 london dry gin, maurin quina, pineapple gomme syrup, 1 bsp peated kola nut tincture, 2 dash angostura bitters,fruity,bitter",",fruity,bitter"
Swedish Royal,Coupe,,"karlsson's gold vodka, apricot brandy, dry vermouth, sweet vermouth",Combine all ingredients in a frozen mixing glass with hard ice and stir for 20 seconds. Strain into a frozen coupe glass.,0,0,0,1,0,0,0,"karlsson's gold vodka, apricot brandy, dry vermouth, sweet vermouth,fruity",",fruity"
Tahitian Fix,Collins,,"barsol selecto italia pisco, fresh lemon juice, vanilla agave nectar, pineapple gomme syrup, seltzer water",Shake all ingredients with ice and fine strain into Collins glass. Top with seltzer water and add lavender blossom garnish.,0,1,0,1,0,1,0,"barsol selecto italia pisco, fresh lemon juice, vanilla agave nectar, pineapple gomme syrup, seltzer water,citrus,fruity,sweet",",citrus,fruity,sweet"
Tamaulipas Margarita,V-Shaped Rocks Glass,,"chinaco blanco tequila, fresh lime juice, agave nectar","Served in v-shaped rocks glass with ""vintage ice"".
",0,1,0,0,0,1,0,"chinaco blanco tequila, fresh lime juice, agave nectar,citrus,sweet",",citrus,sweet"
Tea & Sympathy,Mug,,"avua amburana cachaça, king's ginger liqueur, fresh squeezed lemon juice, 1 bag chai tea","Soak 1 chai tea bag in half mug of hot water for 30 seconds, remove the tea bag, add all the ingredients, add more hot water. 

Lemon wheel stuffed with 4-5 cloves for garnish.",0,1,0,0,0,0,0,"avua amburana cachaça, king's ginger liqueur, fresh squeezed lemon juice, 1 bag chai tea,citrus",",citrus"
Tea Party Cocktail,Coupe,,"no.3 london dry gin, king's ginger liqueur, orange marmalade syrup, lemon juice, bergamot tea foam","Shake all ingredients except foam, strain into chilled cocktail ""coupe"". Layer foam onto cocktail. Add garnish.",0,1,0,0,0,0,0,"no.3 london dry gin, king's ginger liqueur, orange marmalade syrup, lemon juice, bergamot tea foam,citrus",",citrus"
Temple of the Moon,Old Fashioned Glass,,"junipero gin, barsol primero quebranta pisco, amaro sibilla, simple syrup,  rinse st. george absinthe, 3 drops fee brothers orange flower water","Stir all ingredients except for Absinthe and Orange Flower. Strain over a chunk/sphere of ice in an old fashioned glass. Garnish with a sprig of mint, with 3 drops of Orange Flower.",0,1,0,0,0,1,0,"junipero gin, barsol primero quebranta pisco, amaro sibilla, simple syrup,  rinse st. george absinthe, 3 drops fee brothers orange flower water,citrus,sweet",",citrus,sweet"
Tequila Sunflare,Rocks Glass,,"chinaco blanco tequila, sage-cilantro-lime syrup,  rinse montanaro vermouth , 1  pomegranate ice cube",Pre-freeze pomegranate juice into one large cube. Rinse a glass with Montanaro vermouth. Dump any excess out. Build the remainder of spirits and bitters into a shaker tin. Shake vigorously. Strain over the pomegranate ice cube into a rocks glass.,0,1,1,0,0,0,0,"chinaco blanco tequila, sage-cilantro-lime syrup,  rinse montanaro vermouth , 1  pomegranate ice cube,citrus,herbaceous",",citrus,herbaceous"
Tequila Sunrise,Highball glass,Contemporary Classics,"tequila,orange juice,grenadine","Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",0,1,0,0,0,0,0,"tequila,orange juice,grenadine,citrus",",citrus"
The Alpine Mist,Martini,,"mezcal, reed's premium ginger brew, 1 tsp seedless blackberry jam, 1  lime, juiced, 12  mint leaves, muddled",Fill a cocktail shaker with ice. Add all ingredients except the garnish and shake well. Stain into a very chilled martini glass (martini glass should have a sugar rim on half of the glass) and top with a splash of ginger beer. Garnish with a mint leaf and orange peel. Right before serving drop in a chip of dry ice for the mist.,0,1,0,1,0,0,0,"mezcal, reed's premium ginger brew, 1 tsp seedless blackberry jam, 1  lime, juiced, 12  mint leaves, muddled,citrus,fruity",",citrus,fruity"
The Asterisk,Cocktail Glass,,"brandy, green chartreuse, luxardo maraschino liqueur, lemon juice",Shake until very cold; double strain into a chilled cocktail glass. No garnish.,0,1,0,0,0,0,0,"brandy, green chartreuse, luxardo maraschino liqueur, lemon juice,citrus",",citrus"
The Awen,Rocks Glass,,"pot still-style irish whiskey, luxardo maraschino liqueur, cocchi americano, 1 dash orange bitters",Stir ingredients in glass over an ice sphere.,1,1,0,0,0,0,1,"pot still-style irish whiskey, luxardo maraschino liqueur, cocchi americano, 1 dash orange bitters,floral,citrus,bitter",",floral,citrus,bitter"
The Bacchus Cocktail,Coupe,,"5  concord grapes, 3  blackberries, barsol primero quebranta pisco, crème yvette, lemon juice, egg white","Place the Concord grapes and blackberries in a shaker and muddle. Add the rest of the ingredients and ice. Shake, and strain into a chilled coupe. Garnish with Concord grapes and lemon peel twisted to release oils.",0,1,0,1,0,0,0,"5  concord grapes, 3  blackberries, barsol primero quebranta pisco, crème yvette, lemon juice, egg white,citrus,fruity",",citrus,fruity"
The Big Picture,,,"tempus fugit alessio vino chinato, fig-infused c. drouin calvados selection, lemon, simple syrup",Build in glass. Add crushed ice and swizzle. Top with more crushed ice. Dash pepita tincture on top for aromatics. Garnish with lemon wheel and dried fig.,0,1,0,0,0,1,0,"tempus fugit alessio vino chinato, fig-infused c. drouin calvados selection, lemon, simple syrup,citrus,sweet",",citrus,sweet"
The Bitter King,Martini,,"king's ginger liqueur, lemon juice, simple syrup","Add all ingredients to a shaker, add ice, shake and strain into a martini glass garnish with a Luxardo Cherry.",0,1,0,0,0,1,0,"king's ginger liqueur, lemon juice, simple syrup,citrus,sweet",",citrus,sweet"
The Bittered Valley,,,"luxardo maraschino liqueur, 4 drops acid phosphate, barsol primero quebranta pisco, luxardo amaro abano, luxardo fernet, 3 dash scrappy's aromatic bitters","1st glass ingredients:
Luxardo Maraschino, Acid Phosphate

2nd glass ingredients:
BarSol Quebranta Pisco, Luxardo Amaro Abano, Luxardo Fernet, Scrappy's Aromatic Bitters",0,0,0,0,0,0,1,"luxardo maraschino liqueur, 4 drops acid phosphate, barsol primero quebranta pisco, luxardo amaro abano, luxardo fernet, 3 dash scrappy's aromatic bitters,bitter",",bitter"
The Boys of Summer Cup,Collins,,"no.3 london dry gin, dolin rouge vermouth, the genuine curacao liqueur orange, king's ginger liqueur, chareau liqueur, fresh lemon juice,  top fever-tree bitter lemon",Top with Fever-Tree Bitter Lemon. Build in a collins glass full of ice cubes and garnish with a lemon wheel and mint sprig.,0,1,0,0,0,0,1,"no.3 london dry gin, dolin rouge vermouth, the genuine curacao liqueur orange, king's ginger liqueur, chareau liqueur, fresh lemon juice,  top fever-tree bitter lemon,citrus,bitter",",citrus,bitter"
The Brightside,Old Fashioned Glass,,"pink pigeon rum, fresh orange juice, 1 tbsp luxardo bitter, 1 dash milk powder (or cream)","Dry shake, then serve old-fashioned glass with crushed ice. Drizzle Bitter on top to finish.",0,1,0,0,0,0,1,"pink pigeon rum, fresh orange juice, 1 tbsp luxardo bitter, 1 dash milk powder (or cream),citrus,bitter",",citrus,bitter"
The Canevari Cocktail,Cocktail Glass,,"old tom gin, cocchi vermouth di torino, luxardo bitter, 3 dash angostura bitters","Combine ingredients, stir until well chilled, and strain in to a cocktail glass. Serve with an orange twist.",0,0,0,0,0,0,1,"old tom gin, cocchi vermouth di torino, luxardo bitter, 3 dash angostura bitters,bitter",",bitter"
The Cappa,Wine Glass,,"gin, pineau des charentes, luxardo maraschino liqueur","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a small wine or cocktail glass. Twist a slice of lemon peel over the drink and use as garnish.",0,0,0,0,0,0,0,"gin, pineau des charentes, luxardo maraschino liqueur",
The Cavalier White Lady,Martini,,"junipero gin, creole shrub, lemon juice, lemon bitters, simple syrup, 1  egg white",Spray of Lemon Verbana oil on the Martini glass. Combine all other ingredients and dry shake for 20 seconds. Add ice to the mixing tin and shake again. Double strain into a Martini glass. Garnish with fresh lemon verbena. Served in a martini.,0,1,0,0,0,1,1,"junipero gin, creole shrub, lemon juice, lemon bitters, simple syrup, 1  egg white,citrus,sweet,bitter",",citrus,sweet,bitter"
The Chief,Coupe,,"junipero gin, cocchi americano, salers gentiane aperitif, 2 drops black licorice-infused angostura bitters, 1 drop sea salt tincture",Stir the first three ingredients and the sea salt tincture over ice. Strain into a coupe glass and add licorice-infused Angostura Bitters. Garnish with 3 brandied cherries.,0,0,0,0,0,0,1,"junipero gin, cocchi americano, salers gentiane aperitif, 2 drops black licorice-infused angostura bitters, 1 drop sea salt tincture,bitter",",bitter"
The Claridge,,,"gin, dry vermouth, luxardo apricot liqueur, cointreau","Stir, strain, and serve straight up.",0,0,0,1,0,0,0,"gin, dry vermouth, luxardo apricot liqueur, cointreau,fruity",",fruity"
The Cliffdiver,Collins,,"d'aristi 10 yr rum, the genuine curacao liqueur blue, tempus fugit liqueur de violettes, lime juice, tahitian vanilla bean syrup, 1 float ginger beer, 3 dash angostura bitters","Combine rum, curacao, violettes, and lime juice in a shaker, add ice and shake vigorously. Double strain into a chilled collins glass. Add fresh ice in the collins glass and top with chilled ginger beer. Float 2-3 dashes of Angostura Bitters on top and garnish with a grilled pineapple wedge on rim of glass, and two Luxardo Cherries speared through a toothpick, and edible orchid placed on top hanging from the rim.",1,1,0,0,0,0,1,"d'aristi 10 yr rum, the genuine curacao liqueur blue, tempus fugit liqueur de violettes, lime juice, tahitian vanilla bean syrup, 1 float ginger beer, 3 dash angostura bitters,floral,citrus,bitter",",floral,citrus,bitter"
The Commissioner's Trophy #3,Coupe,,"no.3 london dry gin, amaro, barsol perfecto amor (aperitif wine), strawberry shrub",Stir in a mixing glass with ice; strain into a coupe glass; garnish with orange and lemon zest.,0,0,0,1,0,0,0,"no.3 london dry gin, amaro, barsol perfecto amor (aperitif wine), strawberry shrub,fruity",",fruity"
The Double Crown,Egg Coupe,,"compass box great king street glasgow blend, lemon juice, cyril zangs double zero eau de vie de cidre, king's ginger liqueur, honey syrup, 1  egg white","Shake without ice, add ice and shake again then fine strain into a chilled egg coupe. Garnish with a Sage leaf.",0,1,0,0,0,1,0,"compass box great king street glasgow blend, lemon juice, cyril zangs double zero eau de vie de cidre, king's ginger liqueur, honey syrup, 1  egg white,citrus,sweet",",citrus,sweet"
The Douglas Tilden,Cocktail Glass,,"junipero gin, lacuesta blanco vermouth, salers gentiane aperitif, 1 bsp luxardo maraschino liqueur, 1 bsp germain-robin absinthe, 2 dash scrappy’s lime bitters","Combine all ingredients in a mixing glass with ice, stir and strain into a chilled cocktail glass. Garnish with a lemon twist and the edible flower of your choice.",0,1,0,0,0,0,1,"junipero gin, lacuesta blanco vermouth, salers gentiane aperitif, 1 bsp luxardo maraschino liqueur, 1 bsp germain-robin absinthe, 2 dash scrappy’s lime bitters,citrus,bitter",",citrus,bitter"
The Evil Blue Thing,Old-fashioned glass,,"creme de cacao,blue curacao,light rum","Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".",0,0,0,0,0,0,1,"creme de cacao,blue curacao,light rum,bitter",",bitter"
The French Connection,Coupe,,"h by hine, fresh lemon juice, demarara simple syrup, 4 dash apple bitters","Shake ingredients with ice in shaker and then double strain into a couple glass.
Top with champagne and garnish with lemon and apple slice.",0,1,0,1,0,1,1,"h by hine, fresh lemon juice, demarara simple syrup, 4 dash apple bitters,citrus,fruity,sweet,bitter",",citrus,fruity,sweet,bitter"
The Fritz,Rocks Glass,,"junipero gin, luxardo maraschino liqueur, peychaud's bitters, punt e mes",Stir with ice and strain into a rocks glass. Garnish with an orange twist.,0,0,0,0,0,0,1,"junipero gin, luxardo maraschino liqueur, peychaud's bitters, punt e mes,bitter",",bitter"
The Ginger Royale,,,"king's ginger liqueur, champagne",Pour a generous measure of The King's Ginger into a flute. Add chilled Champagne to taste.,0,0,0,0,0,0,0,"king's ginger liqueur, champagne",
The Hollinger Manhattan,Coupe,,"rittenhouse rye, sweet vermouth, luxardo maraschino liqueur, duplais swiss absinthe verte","Stir, strain into an absinthe rinsed coupe. Garnish with Luxardo Cherry.",0,0,0,0,0,0,0,"rittenhouse rye, sweet vermouth, luxardo maraschino liqueur, duplais swiss absinthe verte",
The House of Duncan,,,"glenrothes vintage reserve, luxardo sangue morlacco cherry liqueur, king's ginger liqueur, 1 dash angostura bitters",Serve on the rocks. Garnish with a Luxardo Cherry.,0,0,0,1,0,0,1,"glenrothes vintage reserve, luxardo sangue morlacco cherry liqueur, king's ginger liqueur, 1 dash angostura bitters,fruity,bitter",",fruity,bitter"
The Improved Sazerac,,,"h by hine, luxardo maraschino liqueur, .5 tsp simple syrup (1:1), 3 dash peychaud's bitters, 1 dash angostura bitters,  rinse vieux pontarlier absinthe francaise superieure",Put ingredients in mixing glass. Stir. Strain into glass that has absinthe rinse. Add lemon zest.,0,0,0,0,0,1,1,"h by hine, luxardo maraschino liqueur, .5 tsp simple syrup (1:1), 3 dash peychaud's bitters, 1 dash angostura bitters,  rinse vieux pontarlier absinthe francaise superieure,sweet,bitter",",sweet,bitter"
The Inside Job,Old Fashioned Glass,,"bourbon, luxardo maraschino liqueur, simple syrup, 1 dash angostura bitters, 1 dash vieux pontarlier absinthe francaise superieure","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into an old fashioned glass filled with fresh ice. Garnish with a Luxardo Cherry and an orange slice or twist.",0,0,0,0,0,1,1,"bourbon, luxardo maraschino liqueur, simple syrup, 1 dash angostura bitters, 1 dash vieux pontarlier absinthe francaise superieure,sweet,bitter",",sweet,bitter"
The King and Tonic,Collins,,"king's ginger liqueur, fever-tree tonic water, 1 dash angostura bitters",Serve over ice in a collins glass.,0,0,0,0,0,0,1,"king's ginger liqueur, fever-tree tonic water, 1 dash angostura bitters,bitter",",bitter"
The King Merlet Sidecar,,,"h by hine, luxardo triplum (triple sec), king's ginger liqueur, fresh lemon juice, pressed apple juice",Shake all ingredients with ice and strain into an iced up glass with brown sugar rim.,0,1,0,1,0,0,0,"h by hine, luxardo triplum (triple sec), king's ginger liqueur, fresh lemon juice, pressed apple juice,citrus,fruity",",citrus,fruity"
The King's Autumn Cobbler,,,"king's ginger liqueur, briottet creme de mure (blackberry),  top pear cider",Add all ingredients over ice. Stir with a barspoon. Squeeze lemon wedges and add blackberries.,0,0,0,1,0,0,0,"king's ginger liqueur, briottet creme de mure (blackberry),  top pear cider,fruity",",fruity"
The King's Cranberry Sauce,,,"1 pkg, cranberries, 1.5 c brown sugar, .5 c orange juice, .3 c king's ginger liqueur, 8 whole pepper corns, 6  allspice berries, 5  cloves, 1 stick, 2 in cinnamon","Heat cranberries, sugar, OJ and King's Ginger over medium heat. Place the peppercorns, allspice, cloves and cinnamon in a piece of cheesecloth with the end tied. Add to pot. Cook stirring often until cranberries soften about 25 to 30 min. Refrigerate for 1 hour before serving.",0,1,1,0,0,1,0,"1 pkg, cranberries, 1.5 c brown sugar, .5 c orange juice, .3 c king's ginger liqueur, 8 whole pepper corns, 6  allspice berries, 5  cloves, 1 stick, 2 in cinnamon,citrus,herbaceous,sweet",",citrus,herbaceous,sweet"
The King's Egg Nog,Goblet,,"no.3 london dry gin, king's ginger liqueur, english harbour rum, 3 spoon sugar, 1 whole egg, milk, cream",Dry shake and then shake with hand cracked ice. Serve in a goblet with grated nutmeg.,0,0,0,0,0,1,0,"no.3 london dry gin, king's ginger liqueur, english harbour rum, 3 spoon sugar, 1 whole egg, milk, cream,sweet",",sweet"
The King's Froth & Frizz,Champagne Flute,,"barsol selecto italia pisco, king's ginger liqueur, peach brandy, lemon juice, egg white","Dry shake, then shake with ice. Double strain into flute or sour glass. Top with a Saison.

Zest orange over top and garnish with a star anise.
",0,1,0,1,0,0,0,"barsol selecto italia pisco, king's ginger liqueur, peach brandy, lemon juice, egg white,citrus,fruity",",citrus,fruity"
The King's Ginger Spiced Punch,Punch Bowl,,"king's ginger liqueur, cranberry juice, fever-tree lemonade",Add all ingredients into a punch bowl or pitcher and stir. Add lemon wheels and strawberries to garnish.,0,1,0,1,0,0,0,"king's ginger liqueur, cranberry juice, fever-tree lemonade,citrus,fruity",",citrus,fruity"
The King's Ginger Summer Cup,,,"king's ginger liqueur, cranberry juice, fever-tree lemonade",Build in a glass over ice. Add lemon wheels and strawberries. Finish with a splash of fresh lemon or top up with some sparkling wine. This drink can also be made in jugs or punch bowls.,0,1,0,1,0,0,0,"king's ginger liqueur, cranberry juice, fever-tree lemonade,citrus,fruity",",citrus,fruity"
The King's Medicine,Coupe,,"king's ginger liqueur, luxardo fernet, benriach curiositas single malt 10 yo, lemon juice","Add all ingredients into a shaker with ice, shake furiously. Fine strain into chilled coupe. Garnish with a lemon twist.",0,1,0,0,0,0,0,"king's ginger liqueur, luxardo fernet, benriach curiositas single malt 10 yo, lemon juice,citrus",",citrus"
The King's Mulled Cider,Handled Glass,,"king's ginger liqueur, hard apple cider, fresh apple juice","Serve in a handled glass, hot or over ice. Garnish with lemon, cinnamon stick and fresh blackberries.",0,0,0,1,0,0,0,"king's ginger liqueur, hard apple cider, fresh apple juice,fruity",",fruity"
The King's Mulled Wine,,,"1 bottle red wine, .3 bottle king's ginger liqueur, 3 tbsp caster sugar, 2  lemons, zested (plus flesh of one lemon), 1  orange, zested, 1 stick cinnamon, 1 dash nutmeg, 1  star anise","Simmer over low heat for 3 hours, double strain with fine sieve.",0,1,0,0,0,1,0,"1 bottle red wine, .3 bottle king's ginger liqueur, 3 tbsp caster sugar, 2  lemons, zested (plus flesh of one lemon), 1  orange, zested, 1 stick cinnamon, 1 dash nutmeg, 1  star anise,citrus,sweet",",citrus,sweet"
The King's Queen,Collins,,"king's ginger liqueur, fresh lime, 1 slice fresh ginger, 4 strawberries strawberries(muddled)",Serve in a tall glass over ice.,0,1,0,0,0,0,0,"king's ginger liqueur, fresh lime, 1 slice fresh ginger, 4 strawberries strawberries(muddled),citrus",",citrus"
The King's Spring Daisy,,,"king's ginger liqueur, h by hine, lemon juice, simple syrup, 2 dash fee brothers rhubard bitters",Add all ingredients into a cocktail shaker. Shake and double strain into a glass. Garnish with a sprig of mint.,0,1,0,0,0,1,1,"king's ginger liqueur, h by hine, lemon juice, simple syrup, 2 dash fee brothers rhubard bitters,citrus,sweet,bitter",",citrus,sweet,bitter"
The King's Squeeze,,,"king's ginger liqueur, fever-tree bitter lemon","Build in ice-filled tall glass, garnish with a squeeze of lime.",0,1,0,0,0,0,1,"king's ginger liqueur, fever-tree bitter lemon,citrus,bitter",",citrus,bitter"
The King's Winter Cup,,,"king's ginger liqueur, fresh pressed apple cider, hard apple cider, 1 stick cinnamon stick",Method:  Simmer on a gentle heat for 30 minutes and garnish with a cinnamon stick,0,0,0,1,0,0,0,"king's ginger liqueur, fresh pressed apple cider, hard apple cider, 1 stick cinnamon stick,fruity",",fruity"
The Kings Mule,Champagne Flute,,"king's ginger liqueur, 3 dash orange bitters, sparkling wine","Place King's Ginger and orange bitters in a Champagne flute, and top with sparkling wine. No garnish.",0,1,0,0,0,0,1,"king's ginger liqueur, 3 dash orange bitters, sparkling wine,citrus,bitter",",citrus,bitter"
The Lady Whisper,,,"aged rum, old potrero straight rye whiskey, luxardo apricot liqueur, luxardo sangue morlacco cherry liqueur, 2 dash bitters","Stir the ingredients in a mixing glass filled with ice, strain and serve over ice into an old fashioned glass.",0,0,0,1,0,0,1,"aged rum, old potrero straight rye whiskey, luxardo apricot liqueur, luxardo sangue morlacco cherry liqueur, 2 dash bitters,fruity,bitter",",fruity,bitter"
The Ladybird,Coupe,,"pink pigeon rum, 2 dash fee brothers black walnut bitters, luxardo sangue morlacco cherry liqueur, luxardo fernet","In a mixing glass, add the first three ingredients over ice. Stir to chill. In a separate coupe glass, add of Luxardo Fernet and swirl glass until it is fully coated with the Fernet. Strain chilled cocktail from mixing glass into the Fernet-rinsed coupe (discard excess fernet). Garnish by placing a Luxardo Cherry into the bottom of the glass.",0,0,0,1,0,0,1,"pink pigeon rum, 2 dash fee brothers black walnut bitters, luxardo sangue morlacco cherry liqueur, luxardo fernet,fruity,bitter",",fruity,bitter"
The Last Marasca,,,"gin, luxardo maraschino liqueur, luxardo orgeat syrup, lemon juice, 1 dash absinthe","Rinse glass with absinthe. Add a Luxardo Cherry (covered in its juice) to a mixing glass with remaining ingredients. Stir until cold and slightly rose colored. Single strain, serve with cherry from mixing glass.",0,1,0,0,0,0,0,"gin, luxardo maraschino liqueur, luxardo orgeat syrup, lemon juice, 1 dash absinthe,citrus",",citrus"
The Last Wish,,,"luxardo amaro abano, luxardo amaretto di saschira, espresso coffee, 1 scoop vanilla ice cream","Shake first three ingredients with ice.

Strain over ice cream into prepared glass.",0,0,0,0,0,0,1,"luxardo amaro abano, luxardo amaretto di saschira, espresso coffee, 1 scoop vanilla ice cream,bitter",",bitter"
The Lover's Quarrel ,,,"no.3 london dry gin, maurin quina, king's ginger liqueur, honey jalapeño syrup, orange juice, lemon juice, soda water",Combine all ingredients into a large punch bowl and add large ice cube/cubes. Garnish liberally with slice fruits.,0,1,0,0,0,1,0,"no.3 london dry gin, maurin quina, king's ginger liqueur, honey jalapeño syrup, orange juice, lemon juice, soda water,citrus,sweet",",citrus,sweet"
The Mad King,Highball Glass,,"glenrothes vintage reserve, king's ginger liqueur, honey syrup, 1 dash angostura bitters",Add all ingredients to a mixing glass and stir for 15-20 seconds. Strain into a highball filled with fresh ice.,0,0,0,0,0,1,1,"glenrothes vintage reserve, king's ginger liqueur, honey syrup, 1 dash angostura bitters,sweet,bitter",",sweet,bitter"
The Mayan Premonition,Wine Glass,,"chinaco blanco tequila, luxardo sangue morlacco cherry liqueur, fresh lime juice, 1 float bitter lemon soda","Fill up a stemmed wine glass with ice then pour the ingredients, stir and serve.",0,1,0,1,0,0,1,"chinaco blanco tequila, luxardo sangue morlacco cherry liqueur, fresh lime juice, 1 float bitter lemon soda,citrus,fruity,bitter",",citrus,fruity,bitter"
The Molino,Pilsner Glass,,"bourbon, luxardo amaretto di saschira, demerara syrup (1:1), lemon juice, 1  egg white",Dry shake all ingredients. Hard shake with ice. Double strain into small pilsner glass. Garnish with Luxardo Cherry.,0,1,0,0,0,1,0,"bourbon, luxardo amaretto di saschira, demerara syrup (1:1), lemon juice, 1  egg white,citrus,sweet",",citrus,sweet"
