Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,popularity
Mauritian Buck,Rocks Glass,,"pink pigeon rum, pressed apple juice,   ginger ale,   absinthe,   lemon zest","Spray a rocks glass with absinthe, build all other ingredients over cubed ice, garnish with a lemon wheel.",0,1,0,1,0,0,0,
Mauritian Made,Rocks Glass,,"pink pigeon rum, darjeeling simple syrup, lime juice",Garnish: mint and lime wheel,0,1,0,0,0,1,0,
Mauritius Sour,Coupe,,"pink pigeon rum, hirsch small batch reserve bourbon, angostura bitters, lemon juice, simple syrup","Shake, and fine strain into a chilled coupe, and garnish with a Luxardo Cherry.",0,1,0,0,0,1,1,
Mayahuel's Revenge,Coupe,,"chinaco blanco tequila, vermut vermouth, giffard banane du brésil, 3 dash bittercube jamaican #2 bitters",Stir in a mixing glass to chill down and serve up in a coupe with a lemon zest garnish.,0,0,0,1,0,0,1,
Mayan Decadence,Bucket,,"chinaco anejo tequila, xtabentun liqueur (honey, anis), 3 dash bittermens xocolatl mole bitters, 3 dash fee brothers aztec chocolate bitters","In a pint glass pour all the ingredients, stir and strain into a bucket glass 3/4 full of ice and garnish with an orange peel.",0,0,0,0,0,1,1,
Mayan Mule,,,"king's ginger liqueur, ancho reyes chile liqueur, montelobos mezcal, aviation gin, grapefruit juice, lime juice, 2 dash bittercube bitters jamaican #2, fever-tree ginger beer","Shake all ingredients. Strain and top with ginger beer. Give it a quick stir. 

Tajin ground ginger and salt rim.",0,1,0,1,0,0,1,
Mayan Sacrifice Champagne Cocktail,,,"chinaco blanco tequila, d'aristi xtabentun honey liqueur","Fill Chinaco stemmed flute with prosecco, cava or other dry sparkling.
Garnish with Luxardo Cherry pinned inside of lemon peel and rested across rim.
The cherry garnish which will be EVER so delicately laid across the top of the glass, should flame in my opinion. You can dip the in high-proof spirits and light it up!
",0,0,0,0,0,1,0,
Mean Martinez,Nick & Nora,,"old tom gin, lustau east india solera, grand poppy liqueur",Stir over ice and strain into a Nick and Nora glass.,0,0,0,0,0,0,0,
Merry Sherry Cobbler,,,"christmas spirit, oloroso sherry, walnut liqueur, 3 dash regans' orange bitters, 3 dash pear bitters","Mix ingredients together then pour over crushed ice into a Julep tin. Dust with salt, sugar, and cinnamon.",0,1,0,1,0,0,1,
Mexican Sazerac,Old Fashioned Glass,,"chinaco reposado tequila, d'aristi xtabentun honey liqueur, 3 dash peychaud's bitters",Ice: Large block or spherical,0,0,0,0,0,1,1,
Mexico Mule,Julep Cup,,"montelobos mezcal, king's ginger liqueur, fresh lime juice, apple cider, monin french raspberry syrup","Chill cup and place a napkin around it. In the base of the cup put everything except the cider and the raspberry syrup and give a brief stir. Add some crushed ice. Stir vigorously. Top with crushed ice. Add cider. Pour raspberry syrup on top. Garnish with cinnamon quill as a stirrer, some small flowers, and a lime wheel.",0,1,0,1,0,0,0,
Mezcal Witch,Coupe,,"mezcal, lime, strega, simple syrup, 3-4  cucumbers muddled, 3-4  mint leaves, 1 pinch salt","shake/2xstrain/coupe

garnish cucumber slice",0,1,0,0,0,1,0,
Miami Vice,Cocktail glass,,"151 proof rum,pina colada mix,daiquiri mix","First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",0,0,0,0,0,0,0,
Midnight Mint,Cocktail glass,,"bailey's irish cream,white creme de menthe,cream","If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",1,0,0,0,0,0,0,
Mille Miglia,Nick & Nora,,"luxardo maraschino liqueur, luxardo sangue morlacco cherry liqueur, 1  basil leaf, lime juice, 5 dash rose water","Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a Nick & Nora glass. Garnish with lime pinwheel and bing cherry.
",1,1,0,1,0,0,0,
Mint Garden,,,"chinaco reposado tequila, luxardo triplum (triple sec), fresh grapefruit juice, lemon juice, simple syrup, 4 pieces red bell pepper, mint sprigs","Muddle red pepper and mint. Add all other ingredients. Shake well over ice and strain into a chilled martini glass.
Garnish with red pepper slice and mint sprig.",0,1,0,1,0,1,0,
Mister Gingy,Collins,,"king's ginger liqueur, glenrothes vintage reserve, pineapple gum, lemon juice, 2 dash angostura bitters",Whip / Dump / Crushed,0,1,0,1,0,0,1,
Miyagikyo Kick,Coupe,,"nikka whisky miyagikyo single malt 12 yo, rare wine co. charleston sercial madeira, fresh lime juice, small hands food orgeat","Combine ingredients into a cocktail shaker. 
Shake with ice vigorously for 10-15 seconds. 
Strain into a chilled coupe glass. No garnish.",0,1,0,0,0,0,0,
Mojito,Highball glass,Contemporary Classics,"light rum,lime,sugar,mint,soda water",Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,0,1,0,0,0,1,0,6956
Mojito #3,Collins glass,,"mint,lemon juice,dark rum,club soda,angostura bitters","Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",0,1,0,0,0,0,1,6956
Monet,Coupe,,"h by hine, benriach madeira 15 yo, lemon juice, briottet creme de banane, small hand foods pineapple gum syrup","Shake, fine strain into a chilled coupe. Garnish with lemon twist.",0,1,0,1,0,0,0,
Monkey Gland,,,"no.3 london dry gin, orange juice, grenadine, 1 dash duplais swiss absinthe blanche",Shaken and strained. Orange peel garnish.,0,1,0,0,0,0,0,
Morlacco Julep,,,"brandy de jerez, luxardo sangue morlacco cherry liqueur, 4 sprigs mint, 1 float luxardo amaretto di saschira","Place the mint in a tumbler glass and muddle briskly to release the essential oils, then add the cherry liqueur and the brandy. Fill up the glass with crushed ice, stir well and serve with a float of Luxardo Amaretto. Garnish with 4 sprigs of mint and 3 Luxardo Cherries.",0,0,0,1,0,0,0,
Mott and Mulberry,Rocks Glass,,"luxardo amaro abano, old overholt rye, demerara simple syrup (1:1), lemon juice, fuji apple cider",Shaker and strain into a rocks glass with fresh ice. Garnish with an Apple Fan.,0,1,0,1,0,1,0,
Muddled Mission,Coupe,,"junipero gin, st. germain, yellow chartreuse, lemon juice, 1  strawberry","In a shaker, gently muddle the strawberry. Add the remaining ingredients and shake with ice. Strain into a coupe. Garnish with strawberry.",0,1,0,1,0,0,0,
Mule Pigeon,Highball Glass,,"pink pigeon rum, 2 dash angostura bitters,  top ginger beer","Add cubed ice to a highball, add 2 dashes of Angostura Bitters, top with ginger beer, garnish with a sprig of basil.",0,0,0,0,0,0,1,
Mystique Green (Adapted),,,"no.3 london dry gin, luxardo triplum (triple sec), elderflower liqueur, fresh lime juice, .5  kiwi",Muddle the kiwi pulp with lime juice in a shaker tin. Add ice and liquors and shake vigorously. Strain into a chilled cocktail glass.,0,1,0,1,0,0,0,
Nara Mule,Highball Glass,,"2  kumquats, 2  lychee, bulleit rye, king's ginger liqueur, fresh lemon juice, simple syrup, egg white, fever tree ginger beer","Muddle the kumquats and lychee in a cocktail shaker. Add the whiskey, King's Ginger, lemon juice, syrup and white egg, and shake very hard. Double strain into a highball glass filled with ice spheres.",0,1,0,0,0,1,0,
Naughty Nikka,Old Fashioned Glass,,"nikka whisky taketsuru pure malt 12 yo, fresh ginger syrup, 1 slice orange slice, 1 dash chinese five spice bitters","Muddle Orange Slice. Add Nikka. Add Ginger Syrup. Stir over Ice. Add bitters. 
",0,1,0,0,0,0,1,
Negroni,Old Fashioned Glass,,"no.3 london dry gin, campari, martini & rossi sweet vermouth",Build the cocktail in a mixing glass. Stir for about 15 seconds and then strain over ice into a old fashioned glass.,0,0,0,0,0,0,0,
Negroni,Rocks Glass,,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, luxardo bitter","Pour all ingredients into an ice-filled old-fashioned glass, and stir approximately 20 seconds. Add garnish.",0,0,0,0,0,0,1,
Negroni D'Amore,Old Fashioned Glass,,"old tom gin, barolo chinato, tempus fugit kina l'aero d'or","Combine ingredients in an old fashioned glass filled with ice, stir to combine, and garnish with orange peel.",0,0,0,0,0,0,0,
Negroni Sorbetto,Coupe,,"junipero gin, luxardo bitter, tempus fugit alessio vermouth bianco, dry vermouth, 1 scoop orange sorbet, 2 drops bittermens orange cream citrate",Whisk ingredients in birdie (or tin). Pour into coupe glass and top with Prosecco (1 oz). Garnish with dehydrated orange wheel. Spray orange flower from atomizer.,0,1,0,0,0,0,1,
Neighborhood Negroni,Cocktail Glass,,"junipero gin, campari, tempus fugit alessio vermouth di torino rosso",Add all the ingredients to a mixing glass and fill with ice. Stir until well chilled and strain into a chilled cocktail glass. Garnish with a flamed orange twist.,0,0,0,0,0,0,0,
Neko Colada,Tiki Cat Glass,,"miso washed white rhum agricole, cocchi vermouth di torino, falernum, coconut cream, luxardo amaretto di saschira, lime, mandarin orange",Shake and strain into a tiki cat filled with crushed ice.,0,1,0,1,0,0,0,
Nellie Fer' Toddy,Irish Coffee Mug,,"blended scotch, king's ginger liqueur, the genuine curacao liqueur orange, fresh lemon juice,  top hot water, 1 dash peychaud's bitters",Build then pour into a pre-heated Irish coffee glass or mug. Top with hot water. Garnish with the orange slice and add a dash of Peychaud's Bitters.,0,1,0,0,0,0,1,
New York Lemonade,Cocktail glass,,"absolut citron,grand marnier,lemon juice,club soda",Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,0,1,0,0,0,0,0,
Newton's Theory,Coupe,,"nikka whisky taketsuru pure malt 12 yo, c. drouin pommeau de normandie, luxardo maraschino liqueur, 4 dash black walnut bitters","Combine all ingredients into a mixing glass and add ice. Stir for about 10 seconds and then strain into a chilled cocktail coupe. Garnish with skewered apple spheres and be thankful you're having a cocktail, and not having an apple shot off your head.",0,0,0,0,0,0,1,
Nieux Carré,Old Fashioned Glass,,"karlsson's gold vodka, gran duque d alba solera gran reserva brandy, carpano antica vermouth, benedictine, 1 tincture peychaud's bitters, 1 tincture angostura bitters","Combine all liquid ingredients in a chilled mixing glass with cracked ice and stir for 20 seconds.
Double strain the cocktail over a large cube placed in an old-fashioned glass.
Garnish with a lemon twist making sure to release all the essential oils out of the twist. Also make sure to rub the entire rim of the glass with the twist before dropping it into the cocktail.",0,0,0,0,0,0,1,
Nigamono,Double Old Fashioned Glass,,"nikka coffey grain whisky, maurin quina, luxardo amaro abano",Stir. Use large ice cube.,0,0,0,0,0,0,0,
Nikka Coffey Grain Perfect Manhattan,Cocktail Glass,,"nikka coffey grain whisky, tempus fugit alessio vermouth di torino rosso, dolin vermouth, 2 dash tempus fugit abbott's bitters","In mixing glass or cocktail shaker filled with ice, combine whiskey, vermouth, and bitters. Stir well, about 20 seconds, then strain into cocktail glass. Add cherry and serve.",0,0,0,0,0,0,1,6972
Nikka Coffey Malt Old Fashioned,Old Fashioned Glass,,"nikka coffey malt whisky, demerara syrup, 4 dash tempus fugit abbott's bitters","In an old fashioned glass, muddle the lemon peel with the bitters and demerara syrup, just enough to bruise the peel and release its oils. Add Coffey Malt and ice, and stir for 20 to 30 seconds, or until well chilled.",0,0,0,0,0,1,1,
Nikka Earl Grey,Rocks Glass,,"nikka whisky taketsuru pure malt 12 yo, honey, earl grey syrup,   smoked malt",Stir over ice and serve in a rocks glass.,0,0,0,0,0,1,0,
No.3 & T,Rocks Glass,,"no.3 london dry gin, 1 lemon lemon, 1 fill tonic water",Pour No.3 gin into a highball glass over ice cubes. Add a slice of lemon and stir. Top up with tonic water to taste.,0,1,0,0,0,0,0,
No.3 Bramble,Rocks Glass,,"no.3 london dry gin, fresh lemon juice, briottet creme de mure (blackberry), pages elderflower syrup, 1 dash angostura bitters (optional)",Shake all ingredients well in cocktail shaker. Strain into ice filled rock glass. Top with soda.,0,1,0,1,0,0,1,
No.3 Negroni,,,"no.3 london dry gin, tempus fugit alessio vermouth di torino rosso, luxardo bitter",Mix all the liquid contents together in a heavy-bottomed tumbler with ice. Stir. Add a slice of orange and lemon zest to decorate.,0,0,0,0,0,0,1,
Nola '75,Champagne Flute,,"junipero gin, pages elderflower syrup, fresh lemon juice,  oz champagne (sparkling wine)","Shake first three ingredients in an ice-filled cocktail shaker. Strain into a chilled serving glass. Top with chilled champagne, or sparkling wine.",0,1,0,0,0,0,0,
Nuestra Julep,,,"high west oat whisky, king's ginger liqueur, peach shrub, lime, 1 dash angostura bitters, 1 dash grapefruit bitters",Add all ingredients together.,0,1,0,1,0,0,1,
Oaxacan Martini,Coupe,,"mezcal, mandarine napoleon, lime juice, castelvetrano olive brine, 3 dash fennel bitters",Shake all ingredients for 10-15 seconds (over shaking will over dilute) and fine strain into chilled coupe glass. Garnish with Xoconostle (sour prickly pear) and a stuffed Castelvetrano olive.,0,1,1,0,0,0,1,6973
Obituary Cocktail,,,"mansinthe absinthe, genevieve gin, tempus fugit alessio extra dry vermouth",Stir with ice. Strain into a cocktail glass.,0,0,0,0,0,0,0,
Ode to Kinshi,Coupe,,"nikka whisky yoichi single malt 15 yo, cocchi americano rosa, luxardo amaro abano, 5 dash bittermens xocolatl mole bitters",Place all ingredients into a Yarai mixing glass with ice and stir. Strain into a coupe. Garnish with an apple slice.,0,0,0,0,0,0,1,
Off the Radar,Collins,,"junipero gin, lemon juice, luxardo maraschino liqueur, liqueur de violette, 3-tonic water","Add gin, lemon juice, maraschino liqueur, and liqueur de violette to a collins glass filled with ice. Add tonic water; stir to combine. Garnish with a lemon wheel.",1,1,0,0,0,0,0,
Old Fashioned,Old-fashioned glass,Unforgettables,"bourbon,angostura bitters,sugar,water","Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",0,0,0,0,0,1,1,
Old Tom and The Sea,,,"old tom gin, tempus fugit alessio vermouth bianco, luxardo sangue morlacco cherry liqueur, lemon juice","Combine the ingredients. Shake and strain over ice. Lemon and/or cherry flag garnish.

Add soda water if you'd like to water it down.",0,1,0,1,0,0,0,
On the Flipside,Coupe,,"pink pigeon rum, lime juice, simple syrup, 2  mint leaves, muddled, 3  cucumber slices, muddled",Muddle 3-4 cucumber slices and a couple mint leaves. Shake and strain into martini or coupe glass. Garnish with lime or mint or cucumber.,0,1,0,0,0,1,0,
On the Wings of Eagles,Rocks Glass,,"h by hine, rye whiskey, green chartreuse, 2 dash lemon bitters, 1 splash fernet-branca","Add cognac, rye, Chartreuse and bitters to a mixing glass with ice, and stir until cold. Add splash of fernet to a rocks glass, roll the glass to coat the sides, and discard the excess. Add one large ice cube to the glass, strain the drink over the cube, and garnish with a mint sprig.",0,1,0,0,0,0,1,
Orange Batida,,,"2 1/orange juice, 1 1/ypiòca, 1-2 tbsp sugar","Put 1 1/2 ounces, 2 1/2 ounces orange juice, and 1-2 tablespoons of sugar in a shaker. Add ice cubes and shake for a few seconds. Put in glass and serve.",0,1,0,0,0,1,0,
Orange Crush,Rocks Glass,,glenrothes vintage reserve,Pour over crushed ice with zest. Garnish with an orange peel.,0,0,0,0,0,0,0,
Orchard Malt Mule,Collins,,"glenrothes vintage reserve, st. elizabeth allspice dram, apple cider, belle brillet, lemon, 2 dash angostura bitters, ginger beer",Shake and 2x strain into a collins glass. Garnish with a lemon wheel and Luxardo Cherry.,0,1,0,1,0,0,1,
P.T. Barnum Cocktail,Martini,,"no.3 london dry gin, luxardo apricot liqueur, fresh lemon juice , 1 dash angostura bitters",Shake all ingredients well in cocktail shaker. Strain into chilled martini glass or cocktail coupe.,0,1,0,1,0,0,1,
Pacific Breeze,Collins,,"luxardo triplum (triple sec), watermelon liqueur, cranberry juice,  oz fresh lime sweet n' sour mix",Pour all ingredients in a shaker with ice. Shake and strain over ice into a Collins or Pilsner glass.,0,1,0,1,0,0,0,
Pacific Kick,Old Fashioned Glass,,"japanese whisky, amaro angeleno, luxardo orgeat syrup, lemon juice",Fill shaker with ingredients and ice. Shake. Strain into old fashioned or rocks glass filled with ice.,0,1,0,0,0,0,0,
Padova Collins,,,"pear flavored vodka, luxardo limoncello, luxardo sambuca dei cesari, fresh sweet n' sour mix, lemon lime soda",Shake the first four ingredients with ice then strain into a tall glass filled with ice and top with lemon lime soda. Stir and serve.,0,1,0,1,0,0,0,
Palais Royal,Wine Glass,,"champagne, h by hine, cherry brandy, 1 tsp lemon juice",Pour ingredients into a wine glass half-filled with crushed ice. Garnish with a half-slice of lemon and a maraschino cherry.,0,1,0,1,0,0,0,
Palermo Breeze,Collins,,"luxardo bitter bianco, velvet falernum, lime, passion fruit syrup, belstar sparkling rose",Shake first 4 ingredients and strain into collins. Top with pebble ice. Top with the rose. Garnish with a basil and a lime flower for aromatics.,1,1,0,0,0,0,1,
Pants off Dance off,,,"barsol perfecto amor (aperitif wine), lime juice, junipero gin, grenadine, 1 dash angostura bitters, 1 drop bittermens burlesque bitters",Shake and top with Anchor Steam.,0,1,0,0,0,0,1,
Paradiso Sun,Nick & Nora,,"junipero gin, lime sour, orange juice, dry curacao",Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a Nick & Nora glass. Garnish with orange slice and 1 bar spoon juniper berries.,0,1,0,0,0,0,0,
Parisian Manhattan,Old Fashioned Glass,,"h by hine, cocchi americano rosa, 1 dash angostura bitters, 3 drops bittercube cherry bark vanilla bitters",Stir and pour over ice in an old fashioned glass. Garnish with an orange peel.,0,0,0,1,0,0,1,6972
Party in the Agave Fields,,,"mezcal, luxardo triplum (triple sec), luxardo amaro abano, 3 dash tempus fugit abbott's bitters",Stir over 1 large rock. Garnish with zest of an orange peel.,0,0,0,1,0,0,1,
Passion Fruit Batida,,,"1-2 tbsp sugar, 1 1/ypiòca,   passion fruit","Put 1/2 passion fruit inner part in a blender, 1-2 tablespoons of sugar and 50ml ( 1 1/2 ounces) of Ypiòca. Mix for a few seconds. Filter in a glass and serve with ice.",0,0,0,0,0,1,0,
Passionate Pigeon ,Collins,,"pink pigeon rum, lychee juice, .5  lime, juiced, 1  passion fruit, 1 float ginger beer","In a mixing glass, combine Pink Pigeon Rum, Lychee Juice and the juice from 1/2 a lime. Add the pulp of one passion fruit (to prep passion fruit: cut in half, setting aside a small slice for garnish and scoop out the pulp and drop both the pulp and peel into the glass). Add ice and shake vigorously. Pour in a tall glass over ice, top with ginger beer.  Garnish with the passion fruit wedge to serve.",0,1,0,0,0,0,0,
PB&K Old Fashioned,Rocks Glass,,"karlsson's gold vodka, cognac, benedictine, 1 tincture angostura bitters, 1 tincture peychaud's bitters, 1 pc lemon twist, 1 pc orange twist,   peanut butter powder",Wet half of the rim of a 13 oz. rocks glass with Benedictine. Shake off the excess Benedictine to avoid clumping on the rim and dip it into the peanut butter powder. Flick the glass to shake the excess powder off. Place the glass in a cooler to chill the glass. In a frozen mixing glass combine all liquid ingredients with equal parts cracked ice and whole hard ice. Stir the cocktail for 45 seconds. Remove the glass from the cooler and place a 2 in. hard ice cube in it. Double strain the cocktail into the glass. Spritz the cocktail with both of the twists. Make sure to release all the essential oils into the cocktail. Discard the twists.,0,1,0,0,0,0,1,
PDA,,,"new york apple whiskey, king's ginger liqueur, lemon, lemongrass ginger syrup, egg white","Muddled ginger root. Shaken, served up, cinnamon stick and apple to garnish.",0,1,0,1,0,0,0,
Peace Daiquiri,Coupe,,"pink pigeon rum, luxardo maraschino liqueur, fresh lime juice, simple syrup, fresh grapefruit juice","Add all ingredients into shaking tin. Add ice cubes to tin. Shake vigorously and strain into coupe. Garnish with Luxardo Maraschino Cherry.
",0,1,0,1,0,1,0,
Peach Batida,,,"peach juice, 1 1/condensed milk, 1 1/ypiòca , 1 tbsp sugar","Put 3 ounces of peach juice, 1 1/2 ounces of Ypiòca, 1 1/2 ounces of condensed milk and 1 tablespoon of sugar in a shaker. Add ice cubes, shake well and serve.",0,0,0,1,0,1,0,
Peachy Keane,Old Fashioned Glass,,"old forester bourbon, king's ginger liqueur, giffard crème de pêche de vigne, honey syrup (local honey cut 2:1 with water), lemon juice, 1  egg white, 1 dash angostura bitters",Combine all ingredients except the bitters and dry shake. Add ice and shake again. Strain over fresh ice into a double old fashioned glass. Dash bitters over the top of the cocktail. Garnish with a dried peach and a piece of candied ginger.,0,1,0,0,0,1,1,
Pear and Cranberry Fizz,Highball Glass,,"karlsson's gold vodka, fresh lemon juice, rothman & winter orchard pear liqueur, cranberry juice, 1 tincture fee brothers cranberry bitters, 10  fresh cranberries",In a Boston shaker combine and muddle the fresh lemon juice and cranberries. Add the remaining liquid ingredients except the club soda with hard ice and shake vigorously for 20 seconds pour directly into a highball add a little more ice to fill the glass and top with the club soda. Garnish with a few pear slices and fresh cranberries.,0,1,0,1,0,0,1,
Peruvian Wish (Adapted),,,"barsol pisco, luxardo amaro abano, luxardo maraschino liqueur","Stir ingredients in a mixing glass over an ice sphere(if available) then strain and serve into a chilled cocktail glass filled with the same ice sphere. Garnish with lemon balm and grapefruit peel.

",0,0,0,0,0,0,0,
Peter Pumpkin,,,"junipero gin, orange liquor, house-made spiced pumpkin puree, lemon juice, ginger syrup, 1  egg white,  top apple cider","Combine all ingredients in a shaker, except the apple cider. Shake vigorously. Strain over ice. Top with apple cider. Garnish with shaved cinnamon and nutmeg.",0,1,0,1,0,0,0,
Phad Thai,Rocks Glass,,"karlsson's gold vodka, nigori sake (unfiltered), fresh shibori yuzu juice, simple syrup (2:1 sugar water), .5 pc thai chili, 4-5 sprigs fresh cilantro (stems on)","In the small tin of a Boston shaker set, combine the cilantro sprigs, thai chili, yuzu juice, simple syrup and a small piece of ice. Muddle these ingredients well. Add the remaining liquid ingredients to the shaker with cracked ice and shake vigorously for 20 seconds. 
Double strain the cocktail over ice into a 13 oz. rocks glass. 
Garnish with the Thai chili piece and the cilantro sprig.",0,0,0,0,0,1,0,
Phineas Flip,Highball Glass,,"english harbour rum, king's ginger liqueur, 1 whole egg",Shake vigorously. Strain into highball glass. Top with Ale. Grated nutmeg.,0,0,0,0,0,0,0,
Picadilly,Coupe,,"no.3 london dry gin, pimms, 1 bsp luxardo amaretto di saschira, fresh lime juice, simple syrup, 5 leaves basil leaves","Combine ingredients into a mixing glass, add ice and shake until properly diluted. Double strain into a glass over fresh ice, garnish with a cucumber wheel.",0,1,0,0,0,1,0,
Piedra de sol,,,"mezcal, montenegro amaro liquore italiano, calisaya liqueur, 2 dash regans' orange bitters no. 6",Stir and garnish lemon peel.,0,1,0,0,0,0,1,
Pina Del Este,Rocks Glass,,"luxardo amaretto di saschira, 4  lime wedges, 1  pinapple wheel, gomme syrup, 1 float pisco","Place the lime wedges and pinapple in a tumbler glass with gomme syrup and muddle briskly, then add ice and Amaretto. Stir well and serve with a float of Pisco.",0,1,0,1,0,0,0,
Pineapple Express,Coupe,,"charbay ruby red grapefruit vodka, vya dry vermouth, hophead vodka, small hand foods pineapple gum syrup",Stir with ice and strain into a chilled coupe. Garnish with a grapefruit twist.,0,0,0,1,0,0,0,
Pink & Black,Collins,,"pink pigeon rum, coca-cola, lime juice","Combine the Pink Pigeon, the cola, and the lime juice, in a tall Collins glass full of ice cubes.",0,1,0,0,0,0,0,
Pink & Ginger,Collins,,"pink pigeon rum, ginger beer, lime juice","Combine the Pink Pigeon, the ginger beer, and the lime juice, in a tall Collins glass full of ice cubes.",0,1,0,0,0,0,0,
Pink Colada,Collins,,"pink pigeon rum, pineapple juice, cream of coconut",Pour the ingredients into a cocktail shaker filled with ice. Shake well. Strain into a chilled cocktail or Collins glass.,0,0,0,1,0,0,0,
Pink Mojito,,,"pink pigeon rum, simple syrup, cranberry juice, 1 fill club soda,   mint leaves, 1 whole lime, juiced","To make simple syrup, mix equal parts hot water and sugar until sugar is dissolved. Place mint in bottom of glass. Add ice and remaining ingredients except club soda then stir. Top with club soda and garnish with a mint sprig.",0,1,0,1,0,1,0,6956
Pink Pigeon Punch,Coupe,,"pink pigeon rum, agave syrup, watermelon, 2  lemon juice,  top ginger beer","Build in a large pitcher or punchbowl. Combine Pink Pigeon Rum, juice from 2 lemons and agave. Blend 7 oz. of fresh watermelon in a blender and puree to mixture. Add a generous amount of ice and stir. Top with ginger beer. Ladle or pour into coupe glasses.",0,1,0,1,0,1,0,
Pink Punch,Pitcher,,"3 c pink pigeon rum, 3 c orange juice, 3 c pineapple juice, 3 c ginger ale, .25 c grenadine, 1  fresh-squeezed lime juice","Mix all ingredients in a large pitcher, add ice, and enjoy!",0,1,0,1,0,0,0,
Pink Ribbon,Champagne Flute,,"1 cube brown sugar, soaked in peychaud's bitters, pink pigeon rum,  fill champagne",Brown sugar cube soaked in Peychaud’s Bitters. Put soaked sugar cube in glass first. Pour Pink Pigeon rum into flute over sugar cube. Fill remainder of the glass with champagne. Garnish with lemon twist.,0,0,0,0,0,1,1,
Pisco Punch,Wine Glass,,"barsol selecto italia pisco, pineapple juice, fresh lime juice, simple syrup",Add all liquid ingredients into a cocktail shaker with ice. Shake well and strain into an ice filled white wine glass. Garnish by adding pineapple chunks and Luxardo Cherry.,0,1,0,1,0,1,0,
Pisco Punch (Adaptation by The Commissary),Coupe,,"barsol selecto italia pisco, lemon juice, small hand foods pineapple gum syrup, falernum",Shake all ingredients with ice and strain into a coupe glass. Nutmeg on top for garnish.,0,1,0,1,0,0,0,
Pisco Punch (Adaptation by The Comstock Saloon),Flip Glass,,"barsol selecto italia pisco, small hand foods pineapple gum syrup, lemon juice, 3 dash kaffir tincture","Shake, strain into a chilled flip glass with one cube. Garnish with lemon peel.",0,1,0,1,0,0,0,
Pisco Sour,Cocktail glass,New Era Drinks,"pisco,lemon juice,sugar,ice","Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.[1]",0,1,0,0,0,1,0,
Pisco Sour,,,"barsol primero quebranta pisco, fresh lime juice, simple syrup, egg white, 3 dash angostura bitters","First, dry shake all ingredients. Then, shake all ingredients vigorous with ice and strain into a cocktail glass. Garnish with 2-3 drops of Angostura bitters on top of the foam.",0,1,0,0,0,1,1,
Pistachio Follies,,,"luxardo amaro abano, aged rum, fresh cream(not whipped), pistachio syrup",Shake ingredients with ice then strain into a cocktail glass previously swirled with chocolate syrup and rimmed with ground pistachios.,0,0,0,0,0,0,0,
Platonic Snuggle,Shorty Beer,,"h by hine, el dorado 12 year old rum, hamilton black jamaican pot still rum, cinnamon syrup, heavy cream, 1 tsp st. elizabeth allspice dram, 1 whole egg,  top founders porter","Dry shake, strain, top with porter.",0,0,0,1,0,0,0,
Playa Matalan (Mezcal Negroni),,,"mezcal, tempus fugit alessio vermouth chinato, tempus fugit gran classico bitter, 2 dash tempus fugit abbott's bitters",Stir over 1 large rock. Garnish with zest of an orange peel.,0,0,0,0,0,0,1,
Polish Penance,Etched Rocks Glass,,"house-made slivovitz (plum brandy), chamomile tea-infused noilly prat dry vermouth, king's ginger liqueur, 3 dash peychaud's bitters",Stir and strain. Hoshizaki ice.,0,0,0,1,0,0,1,
Pontchartrain Punch,,,"junipero gin, fresh lime juice, the genuine curacao liqueur blue, pages elderflower syrup",Shake all ingredients with lots of ice. Strain into serving glass. Top off with a splash of club soda.,0,1,0,0,0,0,0,
Prata Punch,,,"2 part ypioca brasilizar cachaca prata reserva especial, .5 part lillet rose, .5 part guava nectar, .25 part fresh lime juice, .25 part agave,  top banfi rosa regale sparkling wine","For punch, combine Ypioca, Lillet Rose, guava nectar, lime and agave. Top with Rosa Regale sparkling and add sliced strawberries and thin-sliced lime wheels to float as garnish.

For individual cocktails, muddle 2-3 strawberry slices w/ agave and add Ypioca, guava and Lillet. Add ice and shake to chill/mix. Strain over ice and top with champagne. Garnish with thin-sliced strawberry. Remember, this is an aperitif style so it's meant to be refreshing but not necessarily sweet.",1,1,0,0,0,1,0,
