,Cocktail Name,Glass,Ingredients,Instructions,combined,flavors,popularity
484,Spring Forward,Champagne Flute,"old tom gin, noilly prat ambre vermouth, pineapple juice, lime juice, rich simple (2:1), .75 float dry sparkling wine","Combine all ingredients, minus the sparkling wine, into a tin. Shake and double strain into a flute glass. Top with a float of sparkling wine. Garnish with an edible flower petal.","old tom gin, noilly prat ambre vermouth, pineapple juice, lime juice, rich simple (2:1), .75 float dry sparkling wine,citrus,fruity,sweet","citrus, fruity, sweet",2.015249092775893
485,Stinger,,"1 part tempus fugit creme de menthe glaciale, 3 part h by hine",Shake or stir briskly and strain into a cocktail glass.,"1 part tempus fugit creme de menthe glaciale, 3 part h by hine",,2.5105584564061765
486,Stone Fruit Patch V1,,"luxardo maraschino liqueur, peach puree, lime juice, 3  raspberries",Muddle raspberries in mixing glass. Add remainder of ingredients in a mixing glass with fresh ice. Shake vigorously strain over fresh ice. Garnish with raspberry and mint.,"luxardo maraschino liqueur, peach puree, lime juice, 3  raspberries,citrus,fruity","citrus, fruity, sweet",3.606874391994777
487,Stone Fruit Patch V2,Coupe,"luxardo maraschino liqueur, peach puree, lime juice, 3  raspberries, sparkling wine",Muddle raspberries in mixing glass. Add remainder of ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a well chilled coupe. Top off with sparkling wine. Garnish with raspberry and mint.,"luxardo maraschino liqueur, peach puree, lime juice, 3  raspberries, sparkling wine,citrus,fruity","citrus, fruity, sweet",1.7658904691371964
488,Stranger in the Alps,Rocks Glass,"rinse eau de vie, junipero gin, carpano antica, campari, braulio amaro, 1 pinch salt","Rinse a rocks glass with eau de vie. Combine remaining ingredients in a shaker with ice. Shake, and strain over fresh ice into a rocks glass. Garnish with a lemon pigtail.","rinse eau de vie, junipero gin, carpano antica, campari, braulio amaro, 1 pinch salt",salty,1.4871691301051204
489,Strike No.3,Old Fashioned Glass,"no.3 london dry gin, st. germaine elderflower liqueur, orgeat syrup, fresh lemon juice",Shake the ingredients with ice. Strain into an old fashioned glass. Garnish with a Luxardo Cherry.,"no.3 london dry gin, st. germaine elderflower liqueur, orgeat syrup, fresh lemon juice,citrus",citrus,2.0354708191823807
490,Stroll Through the Park,Collins,"barsol primero quebranta pisco, simple syrup, orange juice, lemon, 1 bsp el guapo tonic syrup, 4 dash el guapo tonic bitters, 3  cucumber slices, 2  mint sprig",Muddle mint and cucumber with the simple syrup in a shaker tin. Combine the remainder of the ingredients in the tin. Shake vigorously. Double strain with a fine mesh strainer into a collins glass. Fill with ice and garnish with a cucumber slice.,"barsol primero quebranta pisco, simple syrup, orange juice, lemon, 1 bsp el guapo tonic syrup, 4 dash el guapo tonic bitters, 3  cucumber slices, 2  mint sprig,citrus,sweet,bitter","bitter, citrus, herbaceous, sweet",1.787593123356336
491,Swedish 75,Coupe,"karlsson's gold vodka, lemon curd (or a large bar spoon), brut champagne","In a Boston shaker, combine the Karlsson's and the lemon curd with whole hard ice and shake vigorously for 30-40 seconds. Add the champagne to the shaker, stir until mixed well and double strain the cocktail into a 4.5 oz. coupe glass. Garnish the cocktail with a lemon twist making sure to release all the essential oils into the glass. Rub the entire rim with the twist before dropping the twist into the glass.","karlsson's gold vodka, lemon curd (or a large bar spoon), brut champagne,citrus",citrus,0.8818196332013429
492,Swedish Nightingale,,"no.3 london dry gin, maurin quina, pineapple gomme syrup, 1 bsp peated kola nut tincture, 2 dash angostura bitters",Stir. Strain. Lemon peel garnish.,"no.3 london dry gin, maurin quina, pineapple gomme syrup, 1 bsp peated kola nut tincture, 2 dash angostura bitters,fruity,bitter","bitter, fruity",1.677823974690566
493,Swedish Royal,Coupe,"karlsson's gold vodka, apricot brandy, dry vermouth, sweet vermouth",Combine all ingredients in a frozen mixing glass with hard ice and stir for 20 seconds. Strain into a frozen coupe glass.,"karlsson's gold vodka, apricot brandy, dry vermouth, sweet vermouth,fruity",fruity,0.8324693061125823
494,Tahitian Fix,Collins,"barsol selecto italia pisco, fresh lemon juice, vanilla agave nectar, pineapple gomme syrup, seltzer water",Shake all ingredients with ice and fine strain into Collins glass. Top with seltzer water and add lavender blossom garnish.,"barsol selecto italia pisco, fresh lemon juice, vanilla agave nectar, pineapple gomme syrup, seltzer water,citrus,fruity,sweet","citrus, fruity, sweet",1.8281887099051457
495,Tamaulipas Margarita,V-Shaped Rocks Glass,"chinaco blanco tequila, fresh lime juice, agave nectar","Served in v-shaped rocks glass with ""vintage ice"".
","chinaco blanco tequila, fresh lime juice, agave nectar,citrus,sweet","citrus, sweet",0.893756724803593
496,Tea & Sympathy,Mug,"avua amburana cachaça, king's ginger liqueur, fresh squeezed lemon juice, 1 bag chai tea","Soak 1 chai tea bag in half mug of hot water for 30 seconds, remove the tea bag, add all the ingredients, add more hot water. 

Lemon wheel stuffed with 4-5 cloves for garnish.","avua amburana cachaça, king's ginger liqueur, fresh squeezed lemon juice, 1 bag chai tea,citrus",citrus,1.6607953708106489
497,Tea Party Cocktail,Coupe,"no.3 london dry gin, king's ginger liqueur, orange marmalade syrup, lemon juice, bergamot tea foam","Shake all ingredients except foam, strain into chilled cocktail ""coupe"". Layer foam onto cocktail. Add garnish.","no.3 london dry gin, king's ginger liqueur, orange marmalade syrup, lemon juice, bergamot tea foam,citrus",citrus,1.8791035860444227
498,Temple of the Moon,Old Fashioned Glass,"junipero gin, barsol primero quebranta pisco, amaro sibilla, simple syrup,  rinse st. george absinthe, 3 drops fee brothers orange flower water","Stir all ingredients except for Absinthe and Orange Flower. Strain over a chunk/sphere of ice in an old fashioned glass. Garnish with a sprig of mint, with 3 drops of Orange Flower.","junipero gin, barsol primero quebranta pisco, amaro sibilla, simple syrup,  rinse st. george absinthe, 3 drops fee brothers orange flower water,citrus,sweet","citrus, sweet",1.6385205556984106
499,Tequila Sunflare,Rocks Glass,"chinaco blanco tequila, sage-cilantro-lime syrup,  rinse montanaro vermouth , 1  pomegranate ice cube",Pre-freeze pomegranate juice into one large cube. Rinse a glass with Montanaro vermouth. Dump any excess out. Build the remainder of spirits and bitters into a shaker tin. Shake vigorously. Strain over the pomegranate ice cube into a rocks glass.,"chinaco blanco tequila, sage-cilantro-lime syrup,  rinse montanaro vermouth , 1  pomegranate ice cube,citrus,herbaceous","citrus, herbaceous",1.552916677545625
500,Tequila Sunrise,Highball glass,"tequila,orange juice,grenadine","Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.","tequila,orange juice,grenadine,citrus",citrus,1.3065120650833586
501,The Alpine Mist,Martini,"mezcal, reed's premium ginger brew,  seedless blackberry jam, 1  lime, juiced, 12  mint leaves, muddled",Fill a cocktail shaker with ice. Add all ingredients except the garnish and shake well. Stain into a very chilled martini glass (martini glass should have a sugar rim on half of the glass) and top with a splash of ginger beer. Garnish with a mint leaf and orange peel. Right before serving drop in a chip of dry ice for the mist.,"mezcal, reed's premium ginger brew,  seedless blackberry jam, 1  lime, juiced, 12  mint leaves, muddled,citrus,fruity","citrus, fruity, herbaceous",3.750215511987397
502,The Asterisk,Cocktail Glass,"brandy, green chartreuse, luxardo maraschino liqueur, lemon juice",Shake until very cold; double strain into a chilled cocktail glass. No garnish.,"brandy, green chartreuse, luxardo maraschino liqueur, lemon juice,citrus","citrus, sweet",1.733609188051784
503,The Awen,Rocks Glass,"pot still-style irish whiskey, luxardo maraschino liqueur, cocchi americano, 1 dash orange bitters",Stir ingredients in glass over an ice sphere.,"pot still-style irish whiskey, luxardo maraschino liqueur, cocchi americano, 1 dash orange bitters,floral,citrus,bitter","bitter, citrus, floral, sweet",8.746325411916876
504,The Bacchus Cocktail,Coupe,"5  concord grapes, 3  blackberries, barsol primero quebranta pisco, crème yvette, lemon juice, egg white","Place the Concord grapes and blackberries in a shaker and muddle. Add the rest of the ingredients and ice. Shake, and strain into a chilled coupe. Garnish with Concord grapes and lemon peel twisted to release oils.","5  concord grapes, 3  blackberries, barsol primero quebranta pisco, crème yvette, lemon juice, egg white,citrus,fruity","citrus, fruity",2.613200315564182
505,The Big Picture,,"tempus fugit alessio vino chinato, fig-infused c. drouin calvados selection, lemon, simple syrup",Build in glass. Add crushed ice and swizzle. Top with more crushed ice. Dash pepita tincture on top for aromatics. Garnish with lemon wheel and dried fig.,"tempus fugit alessio vino chinato, fig-infused c. drouin calvados selection, lemon, simple syrup,citrus,sweet","citrus, sweet",1.7160101317950238
506,The Bitter King,Martini,"king's ginger liqueur, lemon juice, simple syrup","Add all ingredients to a shaker, add ice, shake and strain into a martini glass garnish with a Luxardo Cherry.","king's ginger liqueur, lemon juice, simple syrup,citrus,sweet","citrus, sweet",2.0377368394547584
507,The Bittered Valley,,"luxardo maraschino liqueur, 4 drops acid phosphate, barsol primero quebranta pisco, luxardo amaro abano, luxardo fernet, 3 dash scrappy's aromatic bitters","1st glass ingredients:
Luxardo Maraschino, Acid Phosphate

2nd glass ingredients:
BarSol Quebranta Pisco, Luxardo Amaro Abano, Luxardo Fernet, Scrappy's Aromatic Bitters","luxardo maraschino liqueur, 4 drops acid phosphate, barsol primero quebranta pisco, luxardo amaro abano, luxardo fernet, 3 dash scrappy's aromatic bitters,bitter","bitter, sweet",8.003514182997685
508,The Boys of Summer Cup,Collins,"no.3 london dry gin, dolin rouge vermouth, the genuine curacao liqueur orange, king's ginger liqueur, chareau liqueur, fresh lemon juice,  top fever-tree bitter lemon",Top with Fever-Tree Bitter Lemon. Build in a collins glass full of ice cubes and garnish with a lemon wheel and mint sprig.,"no.3 london dry gin, dolin rouge vermouth, the genuine curacao liqueur orange, king's ginger liqueur, chareau liqueur, fresh lemon juice,  top fever-tree bitter lemon,citrus,bitter","bitter, citrus",1.800198368122511
509,The Brightside,Old Fashioned Glass,"pink pigeon rum, fresh orange juice,  luxardo bitter, 1 dash milk powder (or cream)","Dry shake, then serve old-fashioned glass with crushed ice. Drizzle Bitter on top to finish.","pink pigeon rum, fresh orange juice,  luxardo bitter, 1 dash milk powder (or cream),citrus,bitter","bitter, citrus",3.226603871434523
510,The Canevari Cocktail,Cocktail Glass,"old tom gin, cocchi vermouth di torino, luxardo bitter, 3 dash angostura bitters","Combine ingredients, stir until well chilled, and strain in to a cocktail glass. Serve with an orange twist.","old tom gin, cocchi vermouth di torino, luxardo bitter, 3 dash angostura bitters,bitter",bitter,1.522733743928058
511,The Cappa,Wine Glass,"gin, pineau des charentes, luxardo maraschino liqueur","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a small wine or cocktail glass. Twist a slice of lemon peel over the drink and use as garnish.","gin, pineau des charentes, luxardo maraschino liqueur",sweet,0.7358091896168094
512,The Cavalier White Lady,Martini,"junipero gin, creole shrub, lemon juice, lemon bitters, simple syrup, 1  egg white",Spray of Lemon Verbana oil on the Martini glass. Combine all other ingredients and dry shake for 20 seconds. Add ice to the mixing tin and shake again. Double strain into a Martini glass. Garnish with fresh lemon verbena. Served in a martini.,"junipero gin, creole shrub, lemon juice, lemon bitters, simple syrup, 1  egg white,citrus,sweet,bitter","bitter, citrus, sweet",1.960650313169122
513,The Chief,Coupe,"junipero gin, cocchi americano, salers gentiane aperitif, 2 drops black licorice-infused angostura bitters, 1 drop sea salt tincture",Stir the first three ingredients and the sea salt tincture over ice. Strain into a coupe glass and add licorice-infused Angostura Bitters. Garnish with 3 brandied cherries.,"junipero gin, cocchi americano, salers gentiane aperitif, 2 drops black licorice-infused angostura bitters, 1 drop sea salt tincture,bitter","bitter, salty",8.045971241107818
514,The Claridge,,"gin, dry vermouth, luxardo apricot liqueur, cointreau","Stir, strain, and serve straight up.","gin, dry vermouth, luxardo apricot liqueur, cointreau,fruity",fruity,0.9267645292846134
515,The Cliffdiver,Collins,"d'aristi 10 yr rum, the genuine curacao liqueur blue, tempus fugit liqueur de violettes, lime juice, tahitian vanilla bean syrup, 1 float ginger beer, 3 dash angostura bitters","Combine rum, curacao, violettes, and lime juice in a shaker, add ice and shake vigorously. Double strain into a chilled collins glass. Add fresh ice in the collins glass and top with chilled ginger beer. Float 2-3 dashes of Angostura Bitters on top and garnish with a grilled pineapple wedge on rim of glass, and two Luxardo Cherries speared through a toothpick, and edible orchid placed on top hanging from the rim.","d'aristi 10 yr rum, the genuine curacao liqueur blue, tempus fugit liqueur de violettes, lime juice, tahitian vanilla bean syrup, 1 float ginger beer, 3 dash angostura bitters,floral,citrus,bitter","bitter, citrus, floral, sweet",8.517636023459382
516,The Commissioner's Trophy #3,Coupe,"no.3 london dry gin, amaro, barsol perfecto amor (aperitif wine), strawberry shrub",Stir in a mixing glass with ice; strain into a coupe glass; garnish with orange and lemon zest.,"no.3 london dry gin, amaro, barsol perfecto amor (aperitif wine), strawberry shrub,fruity",fruity,1.6929910196447522
517,The Double Crown,Egg Coupe,"compass box great king street glasgow blend, lemon juice, cyril zangs double zero eau de vie de cidre, king's ginger liqueur, honey syrup, 1  egg white","Shake without ice, add ice and shake again then fine strain into a chilled egg coupe. Garnish with a Sage leaf.","compass box great king street glasgow blend, lemon juice, cyril zangs double zero eau de vie de cidre, king's ginger liqueur, honey syrup, 1  egg white,citrus,sweet","citrus, sweet",1.6796765254246813
518,The Douglas Tilden,Cocktail Glass,"junipero gin, lacuesta blanco vermouth, salers gentiane aperitif, 1 bsp luxardo maraschino liqueur, 1 bsp germain-robin absinthe, 2 dash scrappy’s lime bitters","Combine all ingredients in a mixing glass with ice, stir and strain into a chilled cocktail glass. Garnish with a lemon twist and the edible flower of your choice.","junipero gin, lacuesta blanco vermouth, salers gentiane aperitif, 1 bsp luxardo maraschino liqueur, 1 bsp germain-robin absinthe, 2 dash scrappy’s lime bitters,citrus,bitter","bitter, citrus, sweet",8.337764880737755
519,The Evil Blue Thing,Old-fashioned glass,"creme de cacao,blue curacao,light rum","Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".","creme de cacao,blue curacao,light rum,bitter",bitter,9.320024014715406
520,The French Connection,Coupe,"h by hine, fresh lemon juice, demarara simple syrup, 4 dash apple bitters","Shake ingredients with ice in shaker and then double strain into a couple glass.
Top with champagne and garnish with lemon and apple slice.","h by hine, fresh lemon juice, demarara simple syrup, 4 dash apple bitters,citrus,fruity,sweet,bitter","bitter, citrus, fruity, sweet",2.094860972574471
521,The Fritz,Rocks Glass,"junipero gin, luxardo maraschino liqueur, peychaud's bitters, punt e mes",Stir with ice and strain into a rocks glass. Garnish with an orange twist.,"junipero gin, luxardo maraschino liqueur, peychaud's bitters, punt e mes,bitter","bitter, sweet",7.99002964593712
522,The Ginger Royale,,"king's ginger liqueur, champagne",Pour a generous measure of The King's Ginger into a flute. Add chilled Champagne to taste.,"king's ginger liqueur, champagne",,2.0375540423156706
523,The Hollinger Manhattan,Coupe,"rittenhouse rye, sweet vermouth, luxardo maraschino liqueur, duplais swiss absinthe verte","Stir, strain into an absinthe rinsed coupe. Garnish with Luxardo Cherry.","rittenhouse rye, sweet vermouth, luxardo maraschino liqueur, duplais swiss absinthe verte",sweet,1.2080407036409633
524,The House of Duncan,,"glenrothes vintage reserve, luxardo sangue morlacco cherry liqueur, king's ginger liqueur, 1 dash angostura bitters",Serve on the rocks. Garnish with a Luxardo Cherry.,"glenrothes vintage reserve, luxardo sangue morlacco cherry liqueur, king's ginger liqueur, 1 dash angostura bitters,fruity,bitter","bitter, fruity",8.672814361493929
525,The Improved Sazerac,,"h by hine, luxardo maraschino liqueur,  simple syrup (1:1), 3 dash peychaud's bitters, 1 dash angostura bitters,  rinse vieux pontarlier absinthe francaise superieure",Put ingredients in mixing glass. Stir. Strain into glass that has absinthe rinse. Add lemon zest.,"h by hine, luxardo maraschino liqueur,  simple syrup (1:1), 3 dash peychaud's bitters, 1 dash angostura bitters,  rinse vieux pontarlier absinthe francaise superieure,sweet,bitter","bitter, sweet",1.6669526372412125
526,The Inside Job,Old Fashioned Glass,"bourbon, luxardo maraschino liqueur, simple syrup, 1 dash angostura bitters, 1 dash vieux pontarlier absinthe francaise superieure","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into an old fashioned glass filled with fresh ice. Garnish with a Luxardo Cherry and an orange slice or twist.","bourbon, luxardo maraschino liqueur, simple syrup, 1 dash angostura bitters, 1 dash vieux pontarlier absinthe francaise superieure,sweet,bitter","bitter, sweet",9.06976874166649
527,The King and Tonic,Collins,"king's ginger liqueur, fever-tree tonic water, 1 dash angostura bitters",Serve over ice in a collins glass.,"king's ginger liqueur, fever-tree tonic water, 1 dash angostura bitters,bitter",bitter,9.127207908194489
528,The King Merlet Sidecar,,"h by hine, luxardo triplum (triple sec), king's ginger liqueur, fresh lemon juice, pressed apple juice",Shake all ingredients with ice and strain into an iced up glass with brown sugar rim.,"h by hine, luxardo triplum (triple sec), king's ginger liqueur, fresh lemon juice, pressed apple juice,citrus,fruity","citrus, fruity",1.7310684230846618
529,The King's Autumn Cobbler,,"king's ginger liqueur, briottet creme de mure (blackberry),  top pear cider",Add all ingredients over ice. Stir with a barspoon. Squeeze lemon wedges and add blackberries.,"king's ginger liqueur, briottet creme de mure (blackberry),  top pear cider,fruity",fruity,2.293865999664693
530,The King's Cranberry Sauce,,"1 pkg, cranberries, 1.5 c brown sugar, .5 c orange juice, .3 c king's ginger liqueur, 8 whole pepper corns, 6  allspice berries, 5  cloves, 1 stick, 2 in cinnamon","Heat cranberries, sugar, OJ and King's Ginger over medium heat. Place the peppercorns, allspice, cloves and cinnamon in a piece of cheesecloth with the end tied. Add to pot. Cook stirring often until cranberries soften about 25 to 30 min. Refrigerate for 1 hour before serving.","1 pkg, cranberries, 1.5 c brown sugar, .5 c orange juice, .3 c king's ginger liqueur, 8 whole pepper corns, 6  allspice berries, 5  cloves, 1 stick, 2 in cinnamon,citrus,herbaceous,sweet","citrus, herbaceous, sweet",0.8162975997451698
531,The King's Egg Nog,Goblet,"no.3 london dry gin, king's ginger liqueur, english harbour rum, 3 spoon sugar, 1 whole egg, milk, cream",Dry shake and then shake with hand cracked ice. Serve in a goblet with grated nutmeg.,"no.3 london dry gin, king's ginger liqueur, english harbour rum, 3 spoon sugar, 1 whole egg, milk, cream,sweet",sweet,1.7350553519577423
532,The King's Froth & Frizz,Champagne Flute,"barsol selecto italia pisco, king's ginger liqueur, peach brandy, lemon juice, egg white","Dry shake, then shake with ice. Double strain into flute or sour glass. Top with a Saison.

Zest orange over top and garnish with a star anise.
","barsol selecto italia pisco, king's ginger liqueur, peach brandy, lemon juice, egg white,citrus,fruity","citrus, fruity",3.446767773920722
533,The King's Ginger Spiced Punch,Punch Bowl,"king's ginger liqueur, cranberry juice, fever-tree lemonade",Add all ingredients into a punch bowl or pitcher and stir. Add lemon wheels and strawberries to garnish.,"king's ginger liqueur, cranberry juice, fever-tree lemonade,citrus,fruity","citrus, fruity",3.7600598944669104
534,The King's Ginger Summer Cup,,"king's ginger liqueur, cranberry juice, fever-tree lemonade",Build in a glass over ice. Add lemon wheels and strawberries. Finish with a splash of fresh lemon or top up with some sparkling wine. This drink can also be made in jugs or punch bowls.,"king's ginger liqueur, cranberry juice, fever-tree lemonade,citrus,fruity","citrus, fruity",3.6514167416843386
535,The King's Medicine,Coupe,"king's ginger liqueur, luxardo fernet, benriach curiositas single malt 10 yo, lemon juice","Add all ingredients into a shaker with ice, shake furiously. Fine strain into chilled coupe. Garnish with a lemon twist.","king's ginger liqueur, luxardo fernet, benriach curiositas single malt 10 yo, lemon juice,citrus",citrus,1.6344634046703244
536,The King's Mulled Cider,Handled Glass,"king's ginger liqueur, hard apple cider, fresh apple juice","Serve in a handled glass, hot or over ice. Garnish with lemon, cinnamon stick and fresh blackberries.","king's ginger liqueur, hard apple cider, fresh apple juice,fruity",fruity,2.76569538233685
537,The King's Mulled Wine,,"1 bottle red wine, .3 bottle king's ginger liqueur,  caster sugar, 2  lemons, zested (plus flesh of one lemon), 1  orange, zested, 1 stick cinnamon, 1 dash nutmeg, 1  star anise","Simmer over low heat for 3 hours, double strain with fine sieve.","1 bottle red wine, .3 bottle king's ginger liqueur,  caster sugar, 2  lemons, zested (plus flesh of one lemon), 1  orange, zested, 1 stick cinnamon, 1 dash nutmeg, 1  star anise,citrus,sweet","citrus, sweet",8.395955174527284
538,The King's Queen,Collins,"king's ginger liqueur, fresh lime, 1 slice fresh ginger, 4 strawberries strawberries(muddled)",Serve in a tall glass over ice.,"king's ginger liqueur, fresh lime, 1 slice fresh ginger, 4 strawberries strawberries(muddled),citrus",citrus,8.251072394161426
539,The King's Spring Daisy,,"king's ginger liqueur, h by hine, lemon juice, simple syrup, 2 dash fee brothers rhubard bitters",Add all ingredients into a cocktail shaker. Shake and double strain into a glass. Garnish with a sprig of mint.,"king's ginger liqueur, h by hine, lemon juice, simple syrup, 2 dash fee brothers rhubard bitters,citrus,sweet,bitter","bitter, citrus, sweet",1.9399723336161252
540,The King's Squeeze,,"king's ginger liqueur, fever-tree bitter lemon","Build in ice-filled tall glass, garnish with a squeeze of lime.","king's ginger liqueur, fever-tree bitter lemon,citrus,bitter","bitter, citrus",0.8002927780435333
541,The King's Winter Cup,,"king's ginger liqueur, fresh pressed apple cider, hard apple cider, 1 stick cinnamon stick",Method:  Simmer on a gentle heat for 30 minutes and garnish with a cinnamon stick,"king's ginger liqueur, fresh pressed apple cider, hard apple cider, 1 stick cinnamon stick,fruity",fruity,2.480686750073048
542,The Kings Mule,Champagne Flute,"king's ginger liqueur, 3 dash orange bitters, sparkling wine","Place King's Ginger and orange bitters in a Champagne flute, and top with sparkling wine. No garnish.","king's ginger liqueur, 3 dash orange bitters, sparkling wine,citrus,bitter","bitter, citrus",9.253622147014116
543,The Lady Whisper,,"aged rum, old potrero straight rye whiskey, luxardo apricot liqueur, luxardo sangue morlacco cherry liqueur, 2 dash bitters","Stir the ingredients in a mixing glass filled with ice, strain and serve over ice into an old fashioned glass.","aged rum, old potrero straight rye whiskey, luxardo apricot liqueur, luxardo sangue morlacco cherry liqueur, 2 dash bitters,fruity,bitter","bitter, fruity",1.3731774117295763
544,The Ladybird,Coupe,"pink pigeon rum, 2 dash fee brothers black walnut bitters, luxardo sangue morlacco cherry liqueur, luxardo fernet","In a mixing glass, add the first three ingredients over ice. Stir to chill. In a separate coupe glass, add of Luxardo Fernet and swirl glass until it is fully coated with the Fernet. Strain chilled cocktail from mixing glass into the Fernet-rinsed coupe (discard excess fernet). Garnish by placing a Luxardo Cherry into the bottom of the glass.","pink pigeon rum, 2 dash fee brothers black walnut bitters, luxardo sangue morlacco cherry liqueur, luxardo fernet,fruity,bitter","bitter, fruity",2.94209489426853
545,The Last Marasca,,"gin, luxardo maraschino liqueur, luxardo orgeat syrup, lemon juice, 1 dash absinthe","Rinse glass with absinthe. Add a Luxardo Cherry (covered in its juice) to a mixing glass with remaining ingredients. Stir until cold and slightly rose colored. Single strain, serve with cherry from mixing glass.","gin, luxardo maraschino liqueur, luxardo orgeat syrup, lemon juice, 1 dash absinthe,citrus","citrus, sweet",1.7658904691371964
546,The Last Wish,,"luxardo amaro abano, luxardo amaretto di saschira, espresso coffee, 1 scoop vanilla ice cream","Shake first three ingredients with ice.

Strain over ice cream into prepared glass.","luxardo amaro abano, luxardo amaretto di saschira, espresso coffee, 1 scoop vanilla ice cream,bitter","bitter, sweet",2.0395917867693427
547,The Lover's Quarrel ,,"no.3 london dry gin, maurin quina, king's ginger liqueur, honey jalapeño syrup, orange juice, lemon juice, soda water",Combine all ingredients into a large punch bowl and add large ice cube/cubes. Garnish liberally with slice fruits.,"no.3 london dry gin, maurin quina, king's ginger liqueur, honey jalapeño syrup, orange juice, lemon juice, soda water,citrus,sweet","citrus, sweet",1.9785534451197253
548,The Mad King,Highball Glass,"glenrothes vintage reserve, king's ginger liqueur, honey syrup, 1 dash angostura bitters",Add all ingredients to a mixing glass and stir for 15-20 seconds. Strain into a highball filled with fresh ice.,"glenrothes vintage reserve, king's ginger liqueur, honey syrup, 1 dash angostura bitters,sweet,bitter","bitter, sweet",8.827070149493627
549,The Mayan Premonition,Wine Glass,"chinaco blanco tequila, luxardo sangue morlacco cherry liqueur, fresh lime juice, 1 float bitter lemon soda","Fill up a stemmed wine glass with ice then pour the ingredients, stir and serve.","chinaco blanco tequila, luxardo sangue morlacco cherry liqueur, fresh lime juice, 1 float bitter lemon soda,citrus,fruity,bitter","bitter, citrus, fruity",1.7666781404119394
550,The Molino,Pilsner Glass,"bourbon, luxardo amaretto di saschira, demerara syrup (1:1), lemon juice, 1  egg white",Dry shake all ingredients. Hard shake with ice. Double strain into small pilsner glass. Garnish with Luxardo Cherry.,"bourbon, luxardo amaretto di saschira, demerara syrup (1:1), lemon juice, 1  egg white,citrus,sweet","citrus, sweet",1.8344216115161776
551,The Monte Rua,Champagne Flute,"ca' secco sparkling, 1 bsp luxardo cherry syrup",Combine all ingredients in a sparkling wine glass.,"ca' secco sparkling, 1 bsp luxardo cherry syrup,fruity",fruity,1.562955538405384
552,The No.3 Winter Cup,Highball Glass,"no.3 london dry gin, king's ginger liqueur, red vermouth (antica formula), good quality sharp lemonade","In a highball glass full of ice add No.3, King's Ginger and red vermouth. Top up with the lemonade and serve with a slice of ginger and a wedge of pink grapefruit.","no.3 london dry gin, king's ginger liqueur, red vermouth (antica formula), good quality sharp lemonade,citrus",citrus,0.8518052253459468
553,The No.3 Winter Punch,Punch Bowl,"1 part no.3 london dry gin, 1 part king's ginger liqueur, .5 part red vermouth (antica formula), 6 part good quality sharp lemonade",In a punch bowl add ingredients per person.,"1 part no.3 london dry gin, 1 part king's ginger liqueur, .5 part red vermouth (antica formula), 6 part good quality sharp lemonade,citrus",citrus,0.8817316703611703
554,The Palace Cellar,Collins,"king's ginger liqueur, pink pigeon rum, fresh-pressed lemon juice, snake oil's house-made sarsaparilla syrup, carbonated water, 1 dash snake oil's house-made pomegranate bitters",Combine all ingredients in a Collins glass and stir. Garnish with a slice of ginger and lemon wheel.,"king's ginger liqueur, pink pigeon rum, fresh-pressed lemon juice, snake oil's house-made sarsaparilla syrup, carbonated water, 1 dash snake oil's house-made pomegranate bitters,citrus,bitter","bitter, citrus",1.7757841512489383
555,The Pink Aperitivo,Martini,"pink pigeon rum, luxardo aperitivo, red vermouth, 2 dash peychaud's bitters","Stir over cubed/vintage ice, double strain into a small chilled martini glass. Garnish with a black olive on a pick.","pink pigeon rum, luxardo aperitivo, red vermouth, 2 dash peychaud's bitters,bitter",bitter,1.2752667248176996
556,The Pink Pussycat,Coupe,"pink pigeon rum, fair goji berry liqueur, noyeau de poissy  b, cream, 5 dash chocolate bitters",Shake with ice and strain into a coupe glass. Garnish with a toasted marshmallow,"pink pigeon rum, fair goji berry liqueur, noyeau de poissy  b, cream, 5 dash chocolate bitters,fruity,bitter","bitter, fruity",3.1888465888126936
557,The Professor,,"nikka coffey grain whisky, madeira, dolin dry vermouth, nux alpina walnut nocino liqueur, 1 dash angostura bitters","Stir, tastes great up or over a large ice cube with an orange twist.","nikka coffey grain whisky, madeira, dolin dry vermouth, nux alpina walnut nocino liqueur, 1 dash angostura bitters,bitter",bitter,8.486398488247007
558,The Proverb,Double Rocks Glass,"h by hine, maurin quina, luxardo maraschino liqueur, 1 dash angostura bitters, 2 dash black walnut bitters",Place all ingredients in a mixing glass. Add ice and stir until proper dilution. Strain over a large hand cut ice cube placed in a double rocks glass. Garnish with a Luxardo Maraschino Cherry on a pick.,"h by hine, maurin quina, luxardo maraschino liqueur, 1 dash angostura bitters, 2 dash black walnut bitters,bitter","bitter, sweet",8.916318483106801
559,The Queen's A Redhead,Collins,"king's ginger liqueur, 4  pink peppercorns, fresh lemon juice, gomme syrup, egg white","Dry shake, then shake with ice. Double strain over cubed ice.","king's ginger liqueur, 4  pink peppercorns, fresh lemon juice, gomme syrup, egg white,citrus",citrus,1.6344634046703244
